plot_num = unique ID for each plot in the experiment,,,,,,,,,,
blk = spatial block (numbered 1-5),,,,,,,,,,
"consumers = presence of aboveground fungal pathogens and insect herbivores in a plot (2 levels); sprayed with fungicide and insecticide, unsprayed (i.e., control)  ",,,,,,,,,,
"nutrients = nutrient supply to plots (2 levels); fertilized with NPK (10 g nutrients m-2 yr-1), unfertilized (i.e., control)",,,,,,,,,,
richness = initial richness of plots (2 levels); planted as either monocultures (1 species) or polycultures (5 species),,,,,,,,,,
community_comp = one of 12 possible community compositions (6 monocultures; 6 5-species polycultures),,,,,,,,,,
month = month of experiment in which measurements were taken (September 2012 - September 2015),,,,,,,,,,
"year_cont = year in which measurements were taken; 0 = 2012, 3 = 2015",,,,,,,,,,
"tree_presence = status of trees in plot during each year; 0 = no trees present, 1 = at least one tree species present",,,,,,,,,,
rich_colherbs = number of colonizing herbaceous species present in a plot each year,,,,,,,,,,
"pinus_presence = status of P. taeda in plot during each year; 0 = no P. taeda present, 1 = P. taeda present",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
plot_num,blk,consumers,nutrients,richness,community_comp,month,year_cont,tree_presence,rich_colherbs,pinus_presence
2_53,2,Sprayed,Fertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,8,0
2_54,2,Sprayed,Unfertilized,Monoculture,PAAN_Monoculture,Sep-12,0,0,17,0
2_55,2,Sprayed,Unfertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,16,0
2_56,2,Unsprayed,Fertilized,Polyculture,ANVI_Polyculture,Sep-12,0,1,15,1
2_57,2,Unsprayed,Fertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,15,0
2_58,2,Unsprayed,Unfertilized,Monoculture,PAAN_Monoculture,Sep-12,0,0,10,0
2_59,2,Sprayed,Fertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,6,0
2_6,2,Sprayed,Fertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,9,0
2_61,2,Unsprayed,Unfertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,10,0
2_62,2,Unsprayed,Unfertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,14,0
2_63,2,Sprayed,Fertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,8,0
2_64,2,Unsprayed,Unfertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,6,0
2_8,2,Sprayed,Unfertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,8,0
2_9,2,Sprayed,Unfertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,7,0
3_1,3,Unsprayed,Unfertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,6,0
3_10,3,Sprayed,Fertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,7,0
3_11,3,Sprayed,Fertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,10,0
3_13,3,Sprayed,Fertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,9,0
3_15,3,Sprayed,Unfertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,12,0
3_16,3,Unsprayed,Unfertilized,Monoculture,PAAN_Monoculture,Sep-12,0,0,10,0
3_17,3,Unsprayed,Fertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,10,0
3_18,3,Sprayed,Fertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,12,0
3_19,3,Sprayed,Unfertilized,Polyculture,SOPI_Polyculture,Sep-12,0,1,7,1
3_2,3,Sprayed,Unfertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,7,0
3_20,3,Sprayed,Unfertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,9,0
3_21,3,Unsprayed,Fertilized,Polyculture,SCIN_Polyculture,Sep-12,0,0,6,0
3_22,3,Unsprayed,Unfertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,8,0
3_23,3,Sprayed,Unfertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,13,0
3_24,3,Unsprayed,Fertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,11,0
3_25,3,Unsprayed,Unfertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,9,0
3_26,3,Sprayed,Fertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,13,0
3_28,3,Unsprayed,Fertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,5,0
3_29,3,Sprayed,Unfertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,13,0
3_3,3,Unsprayed,Unfertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,13,0
3_31,3,Unsprayed,Fertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,9,0
3_37,3,Unsprayed,Unfertilized,Polyculture,SCIN_Polyculture,Sep-12,0,1,11,0
3_38,3,Sprayed,Fertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,10,0
3_40,3,Sprayed,Unfertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,15,0
3_42,3,Unsprayed,Fertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,8,0
3_43,3,Sprayed,Unfertilized,Monoculture,PAAN_Monoculture,Sep-12,0,0,14,0
3_44,3,Sprayed,Fertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,8,0
3_45,3,Unsprayed,Fertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,10,0
3_46,3,Unsprayed,Unfertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,9,0
3_47,3,Unsprayed,Unfertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,9,0
3_48,3,Unsprayed,Fertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,17,0
3_49,3,Unsprayed,Fertilized,Monoculture,PAAN_Monoculture,Sep-12,0,0,11,0
3_5,3,Sprayed,Unfertilized,Polyculture,SCIN_Polyculture,Sep-12,0,0,10,0
3_50,3,Unsprayed,Fertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,10,0
3_51,3,Unsprayed,Unfertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,10,0
3_52,3,Unsprayed,Fertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,12,0
3_54,3,Sprayed,Unfertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,9,0
3_55,3,Unsprayed,Unfertilized,Polyculture,SEPA_Polyculture,Sep-12,0,1,10,1
3_56,3,Sprayed,Unfertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,11,0
3_57,3,Sprayed,Fertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,13,0
3_58,3,Unsprayed,Unfertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,10,0
3_59,3,Sprayed,Fertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,13,0
3_6,3,Sprayed,Unfertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,13,0
3_61,3,Sprayed,Fertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,11,0
3_62,3,Unsprayed,Fertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,13,0
3_63,3,Sprayed,Fertilized,Polyculture,SCIN_Polyculture,Sep-12,0,0,10,0
3_7,3,Unsprayed,Unfertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,9,0
3_9,3,Sprayed,Fertilized,Monoculture,PAAN_Monoculture,Sep-12,0,1,7,1
4_10,4,Sprayed,Unfertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,8,0
4_11,4,Sprayed,Unfertilized,Monoculture,PAAN_Monoculture,Sep-12,0,1,8,1
4_12,4,Unsprayed,Fertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,7,0
4_13,4,Unsprayed,Fertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,9,0
4_14,4,Unsprayed,Fertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,8,0
4_17,4,Unsprayed,Unfertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,9,0
4_18,4,Unsprayed,Fertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,9,0
4_19,4,Sprayed,Unfertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,8,0
4_2,4,Sprayed,Fertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,9,0
4_20,4,Sprayed,Unfertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,14,0
4_21,4,Unsprayed,Unfertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,10,0
4_22,4,Unsprayed,Unfertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,12,0
